price_of_last_transaction,staked_sui_count,staked_sui_activated_count,staked_sui_pools_count,token_total_supply,pending_amount,staked_amount,staked_with_rewards_balance,promised_amount,promised_fulfilled,price_calculated,epoch
"1.579447141","4","3","2","96499991788","959944833","151464507087","151994568586","0","152416636136","1.5850209993284192","97"
"1.589147388","4","3","3","80028042620","370020235","126823501704","127207139931","0","127176354896","1.5941556982941487","99"
"1.60036532","6","5","4","71610480075","370020235","227823501704","228835837609","114602928858","0","1.6003653217514058","101"
"1.607838235","5","4","3","67213872345","1671611285","213964981104","214466456585","108069033878","0","1.6078382366856623","102"
"1.611828707","3","2","2","64937808833","915377734","103947297451","104002310027","0","104668624445","1.6156641199707849","104"
"1.619363102","4","3","3","63654004232","1915377734","203947297451","204242513799","103078945744","0","1.6193631026464221","105"
"1.623173057","1","0","1","62938903444","395156489","102000000000","102000000000","0","102160732304","1.626897687852256","107"
"1.626897688","2","1","2","62510125223","933201930","101000000000","101000000000","0","101697578201","1.6306670569985462","109"
"1.636047277","4","3","3","62153807802","933201930","202000000000","202439934207","101686568008","0","1.6360472789203417","111"
"1.642739638","2","1","2","61818233097","1102523738","202000000000","202000000000","101551261859","0","1.642739638314383","112"
"1.642772971","2","1","2","61649821969","1102523738","201450798719","201450798719","101276661195","0","1.6427729720440387","113"
"1.64612338","2","1","2","61503048824","483213312","100758393392","100758393392","0","101241606608","1.6461233815207716","115"
"1.651133937","4","3","2","61367578706","483213312","201758393392","202168970437","101326091829","0","1.651133938417766","117"
"1.65950243","1","0","1","61145509139","471121005","101000000000","101000000000","0","101471120999","1.6595024300857346","119"
"1.661012241","1","0","1","61003562649","327664362","101000000000","101000000000","0","101327664304","1.6610122419409388","121"
"1.661012242","2","1","2","60904928686","347356773","101000000000","101000000000","0","101163832143","1.664025538811547","123"
"1.667003478","2","1","1","60746342329","447538888","101000000000","101000000000","0","101264363938","1.670018885064121","125"
"1.672993588","2","1","1","60558582726","496620001","101000000000","101000000000","0","101314120597","1.6760071889434065","127"
"1.678980152","2","1","2","60357073941","520158186","101000000000","101000000000","0","101338329178","1.6819927070228349","129"
"1.684964677","3","2","3","60149491646","1520158186","201000000000","201179379359","101349768763","0","1.684964677315604","130"
"1.687675374","3","3","3","59997561980","1170389423","201000000000","201342426352","101256407851","101349768763","1.6876753751719695","131"
"1.694425523","3","2","2","59825942552","419449565","202000000000","202321758460","101370603997","101256407851","1.6944255235074628","133"
"1.699821682","2","1","2","59621969877","693434266","100654883817","100654883817","0","202717321117","1.6998485338891245","135"
"1.702520046","3","2","3","59472897037","1693434266","200654883817","200814164570","101253799397","101346717120","1.7025200466694392","136"
"1.707935707","1","1","1","59058092319","708112136","100000000000","100159312639","0","202121224054","1.7079357089654794","138"
"1.71198205","1","0","1","59050278741","93017301","101000000000","101000000000","0","201960441909","1.711982050828301","140"
"1.711982051","2","1","1","59023112157","1093017301","201000000000","201000000000","101046508606","101093017252","1.711982052491892","141"
"1.714420129","2","2","1","58967579778","1046508695","201000000000","201143902858","101095205728","202139525858","1.7144201306141658","142"
"1.720487713","3","2","2","58856462758","239104139","202000000000","202284537986","101261821005","202141714334","1.720487714940635","144"
"1.725351249","2","1","1","58697838469","547361329","100727027629","100727027629","0","303631415649","1.725351249714006","146"
"1.727754468","3","2","1","58577609357","1547361329","200727027629","200868091349","101207726287","202536209921","1.7277544697017533","147"
"1.730186665","3","3","1","58476406788","1339635042","200727027629","201010563459","101175099241","303743936208","1.730186665312723","148"
"1.739883086","3","3","1","58263142125","1164535801","200727027629","201577575267","101371055520","303657214444","1.739883086471969","150"
"1.744262259","1","0","1","58083639304","440027827","101000000000","101000000000","0","405066980949","1.7464475202058183","152"
"1.74644752","1","0","1","57957661314","347360356","101000000000","101000000000","0","405079268528","1.748644753053881","154"
"1.749747881","2","2","2","57858158311","364205985","101000000000","101125600437","0","405141359188","1.754114015805179","157"
"1.757406021","2","2","2","57682602809","371753579","101000000000","101125119676","0","405142057149","1.7595751285890973","160"
"1.761546772","2","1","2","57509288410","419028253","101000000000","101000000000","0","405134258606","1.7635243115852004","162"
"1.766463274","1","0","1","57358837439","322279873","101000000000","101000000000","0","405236524515","1.766463275702794","164"
"1.766463276","2","1","2","57267615624","1322279873","201000000000","201000000000","101161139903","303999334614","1.7664632771545823","165"
"1.768435435","2","2","2","57190123158","1161139970","201000000000","201112940701","101137040322","303788721036","1.7684354354262746","166"
"1.772363268","2","2","2","57088091688","1024099648","201000000000","201337573872","101180836748","404925761358","1.7723632684199244","167"
"1.780232703","1","0","1","56911123853","426731354","101000000000","101000000000","0","506116340593","1.7821951929113664","170"
"1.783084121","1","1","1","56791403110","263849176","101000000000","101000000000","0","506057909910","1.7830841224306564","173"
"1.784858359","2","1","2","56689263179","283064577","101000000000","101000000000","0","506079075255","1.786635756001841","175"
"1.79105154","2","2","2","56582148871","341544963","101000000000","101000992586","0","506283579803","1.7910690839976389","179"
"1.795228306","2","1","2","56458564026","356012352","101000000000","101000000000","0","506458755310","1.7952283077076503","182"
"1.795244071","3","2","3","56359161825","1356012352","201000000000","201000889902","101178451111","405143711465","1.7952440715347704","183"
