immutable_pool_sui,immutable_pool_tokens,price_of_last_transaction,staked_sui_count,staked_sui_activated_count,staked_sui_pools_count,token_total_supply,pending_amount,staked_amount,staked_with_rewards_balance,all_time_promised_amount,promised_amount,promised_fulfilled,promised_amount_in_staked,extra_staked_in_promised,price_calculated,epoch,user_balance_sui,user_balance_tokens
"10000000000","10000000000","1","0","0","0","10.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1","3","3989.911094008","0.000000000"
"10000000000","10000000000","1","1","0","1","110.000000000","0.000000000","100.000000000","100.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1","4","3889.880560332","100.000000000"
"10000000000","10000000000","1","2","1","1","100.900000000","0.000000000","101.000000000","101.000000000","10.100000000","10.100000000","0.000000000","0.000000000","0.000000000","1","5","3888.871557692","90.900000000"
"10000000000","10000000000","1.011426518","3","2","2","92.699832314","0.000000000","102.000000000","103.152935752","19.393867048","19.393867048","0.000000000","0.000000000","0.000000000","1.0114265189435518","6","3887.862542892","82.699832314"
"10000000000","10000000000","1.023983854","4","3","2","85.308769191","0.000000000","103.000000000","105.316998623","27.962196349","27.962196349","0.000000000","0.000000000","0.000000000","1.0239838542086932","7","3886.853515932","75.308769191"
"10000000000","10000000000","1.037758049","5","4","2","78.645146446","0.000000000","94.237584893","97.392058261","35.877424486","25.777424486","0.000000000","10.100000000","0.000000000","1.0377580494562233","8","3885.843289540","68.645146446"
"10000000000","10000000000","1.05140736","5","5","2","10.000000000","0.000000000","85.353296559","89.171643302","108.051436687","88.657569639","0.000000000","19.393867048","0.000000000","1.0514073663","9","3885.869881112","0.000000000"
"10000000000","10000000000","1.05140736","5","5","2","10.000000000","0.000000000","77.251778992","81.585199604","108.051436687","80.089240338","0.000000000","17.862196349","0.224928226","1.1495959266","10","3895.944823084","0.000000000"
"10000000000","10000000000","1.05140736","5","5","2","10.000000000","0.224928226","69.840412041","74.469503249","108.051436687","72.174012201","0.000000000","16.483557438","0.194418911","1.2520419274","11","3905.241621384","0.000000000"
"10000000000","10000000000","1.05140736","3","3","2","10.000000000","0.310235740","3.000000000","3.127175280","108.051436687","0.000000000","72.174012201","7.915228137","0.167921976","1.343741102","12","3913.817707937","0.000000000"
"10000000000","10000000000","1.05140736","3","3","2","10.000000000","0.478157716","3.000000000","3.157220687","108.051436687","0.000000000","72.174012201","0.000000000","0.153587101","1.3635378403","13","3921.737066758","0.000000000"
"10000000000","10000000000","1.05140736","3","3","2","10.000000000","0.631744817","3.000000000","3.187260263","108.051436687","0.000000000","0.000000000","0.000000000","0.000000000","1.381900508","14","3993.938818747","0.000000000"
