price_of_last_transaction,staked_sui_count,staked_sui_activated_count,staked_sui_pools_count,token_total_supply,pending_amount,staked_amount,staked_with_rewards_balance,promised_amount,promised_fulfilled,price_calculated,epoch
"1.560042739","1","1","1","645293783","569717404","1000000000","1443654358","1006685880","3020125384","1.5600427410285465","57"
"1.570392759","1","1","1","641038579","563031524","1000000000","1450333160","1006682341","3020082794","1.5703927594660414","58"
"1.580810502","1","1","1","636812735","556349183","1000000000","1457011335","1006680257","3020060547","1.5808105046768577","59"
"1.591296397","1","1","1","632615588","549668926","1000000000","1463688885","1006678904","3020048478","1.5912963987855449","60"
"1.60079543","1","1","1","628652514","542990022","1000000000","1469698120","1006344069","3020041502","1.600795432435032","61"
"1.610353549","1","1","1","624817081","536645953","1000000000","1475706854","1006176402","3019703230","1.6103535508178592","62"
"1.619969542","1","1","1","621056319","530469551","1000000000","1481715089","1006092319","3019199375","1.6199695425689726","63"
"1.629642962","1","1","1","617343831","524377232","1000000000","1487722827","1006050029","3018612790","1.6296429630962004","64"
"1.639373753","1","1","1","613666429","518327203","1000000000","1493730070","1006028635","3018318750","1.6393737549557237","65"
"1.649162052","1","1","1","610017489","512298568","1000000000","1499736819","1006017692","3018170983","1.6491620537784286","66"
"1.659008098","1","1","1","606393651","506280876","1000000000","1505743078","1006011975","3018096356","1.6590081003338208","67"
"1.668912178","1","1","1","602793177","500268901","1000000000","1511748848","1006008873","3018058302","1.6689121814661814","68"
"1.678874607","1","1","1","599215138","494260028","1000000000","1517754130","1006007077","3018038540","1.6788746098066702","69"
"1.688895716","1","1","1","595659004","488252951","1000000000","1523758928","1006005938","3018027925","1.688895717590798","70"
"1.697967828","1","1","1","592299157","482247013","1000000000","1529162812","1005704911","4024033863","1.6979678294561544","71"
"1.7070907433327083","1","1","1","1178091098","476542102","1000000000","1539969412","0","4023726799","1.7116770659105685","73"
"1.71626306","2","1","2","880376180","476542102","2000000000","2545372130","1510957114","3017717926","1.7162630615471672","74"
"1.722399455","2","1","2","730480797","516359452","2000000000","2000000000","1258179724","3522667963","1.7223994568607393","75"
"1.727168079","2","2","2","654731622","258179728","2000000000","2003483387","1130831556","4780847687","1.7271680807865424","76"
"1.737789516","2","2","2","615087653","127348172","2000000000","2010437577","1068892873","4905673305","1.7377895179437133","77"
"1.749094738","2","2","2","593405987","58455299","2000000000","2017391278","1037923287","4968861267","1.7490947390795368","78"
"1.760812202","2","2","2","580662861","20532012","2000000000","2024344490","1022438250","4495827440","1.7608122038995018","79"
"1.772785974","1","0","1","572373373","29390976","2000000000","2000000000","1014695487","4260085966","1.7727859765412253","80"
"1.772785977","1","1","1","568228629","14695489","2000000000","2000000000","1007347743","4143949897","1.7727859783706885","81"
"1.783593785","1","1","1","564447204","7347746","2000000000","2006141305","1006744525","4082404767","1.7835937867450222","82"
"1.794473323","1","1","1","560856889","603221","2000000000","2012282228","1006442723","4051226005","1.7944733241923325","83"
"1.805421824","1","0","1","557372034","12583267","2000000000","2000000000","1006291632","4035230478","1.8054218253081566","84"
"1.805421825","1","1","1","555629606","6291635","2000000000","2000000000","1003145817","4026826623","1.8054218262804376","85"
"1.816337888","1","1","1","553093981","3145818","2000000000","2006065287","1004605551","4022624697","1.8163378892383932","86"
"1.827303323","1","0","1","550174250","10670469","2000000000","2000000000","1005335233","4020485723","1.8273033243558745","87"
"1.827303326","1","1","1","548714384","5335236","2000000000","2000000000","1002667617","5025820956","1.8273033261690474","88"
"1.838255284","1","1","1","546354234","2667619","2000000000","2006009497","1004338557","5022045850","1.8382552865875659","89"
"1.849253888","1","0","1","543556432","10347691","2000000000","2000000000","1005173845","5020092775","1.8492538894287245","90"
"1.849253889","1","1","1","542157531","5173846","2000000000","2000000000","1002586922","5022120803","1.8492538914856465","91"
"1.859141942","1","1","1","540020038","2586924","2000000000","2005360881","1003973902","5020102174","1.8591419435439542","92"
"1.869068592","1","0","1","537522941","9334492","2000000000","2000000000","1004667244","5018740843","1.869068594785799","93"
"1.869068596","1","1","1","536274392","4667248","2000000000","2000000000","1002333623","5020740470","1.869068596137628","94"
"1.878983763","1","1","1","534238484","2333625","2000000000","2005317250","1003825437","5018735536","1.8789837648610879","95"
"1.888936181","1","0","1","531818497","9142402","2000000000","2000000000","1004571200","5017387128","1.888936183428761","96"
"1.888936184","1","1","1","530608503","4571202","2000000000","2000000000","1002285600","5019371406","1.8889361861583285","97"
"1.898876327","1","1","1","528617872","2285602","2000000000","2005274323","1003779961","5017683104","1.898876328570291","98"
"1.908853372","1","0","1","526246290","9054007","2000000000","2000000000","1004527001","5016795821","1.9088533735791278","99"
"1.908853373","1","1","1","525060498","4527006","2000000000","2000000000","1002263502","5018989199","1.9088533755971107","100"
"1.917821633","1","1","1","523242711","2263504","2000000000","2004708877","1003486190","5017427264","1.9178216340217686","101"
"1.926820616","1","0","1","521116192","8194843","2000000000","2000000000","1004097420","5016342254","1.9268206177711706","102"
"1.926820619","1","1","1","520052932","4097423","2000000000","2000000000","1002048710","5018154074","1.9268206202517861","103"
"1.935810437","1","1","1","518316219","2048713","2000000000","2004675180","1003361946","5016422823","1.935810438144904","104"
"1.944829952","1","0","1","516249995","8036907","2000000000","2000000000","1004018452","5015257768","1.9448299558821303","105"
