immutable_pool_sui,immutable_pool_tokens,price_of_last_transaction,staked_sui_count,staked_sui_activated_count,staked_sui_pools_count,token_total_supply,pending_amount,staked_amount,staked_with_rewards_balance,all_time_promised_amount,promised_amount,promised_fulfilled,promised_amount_in_staked,extra_staked_in_promised,all_time_extra_amount,still_waiting_for_sui_amount,price_calculated,epoch,user_balance_sui,user_balance_tokens
"10000000000","10000000000","1","0","0","0","10.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1","3","3989.912507608","0.000000000"
"10000000000","10000000000","1","1","0","1","110.000000000","0.000000000","100.000000000","100.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1","4","3889.881973932","100.000000000"
"10000000000","10000000000","1","2","1","2","100.900000000","0.000000000","101.000000000","101.000000000","10.100000000","10.100000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1","5","3888.872971292","90.900000000"
"10000000000","10000000000","1.011426518","3","2","3","92.699832314","0.000000000","102.000000000","103.152935752","19.393867048","19.393867048","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1.0114265189435518","6","3887.863956492","82.699832314"
"10000000000","10000000000","1.023983855","4","3","3","85.308769189","0.000000000","103.000000000","105.316998730","27.962196357","27.962196357","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1.02398385539319","7","3886.854929532","75.308769189"
"10000000000","10000000000","1.037758051","4","4","3","78.645146442","0.314678547","93.900000000","97.077379925","35.877424510","25.777424510","10.100000000","0.000000000","0.000000000","0.000000000","0.000000000","1.0377580518867744","8","3885.848927220","68.645146442"
"10000000000","10000000000","1.051504414","1","1","1","72.636548319","0.226420363","85.988652249","89.952855750","43.195491957","23.801624909","19.393867048","0.000000000","0.000000000","0.000000000","0.000000000","1.0515044143971446","9","3884.844767148","62.636548319"
"10000000000","10000000000","1.065140639","1","1","1","67.217852328","0.423042984","78.646743303","83.178392135","49.967165266","22.004968909","17.862196357","0.000000000","0.000000000","0.000000000","0.000000000","1.0651406394336116","10","3893.938664980","57.217852328"
"10000000000","10000000000","1.077267558","1","1","1","62.331514142","0.441370830","72.154558134","77.059981567","56.231058870","20.353634360","16.483557462","0.000000000","0.000000000","0.000000000","0.000000000","1.0772675581733504","11","3902.227407980","52.331514142"
"10000000000","10000000000","1.089263229","1","1","1","57.924609291","0.460424697","66.277861517","71.470568638","62.031338276","18.835846319","15.233295600","0.000000000","0.000000000","0.000000000","0.000000000","1.089263230055198","12","3909.790613241","47.924609291"
"10000000000","10000000000","1.101117882","1","1","1","53.949499542","0.471150776","60.966612905","66.374845337","67.408402702","17.441237436","14.089740756","0.000000000","0.000000000","0.000000000","0.000000000","1.101117882117758","13","3916.700717346","43.949499542"
"10000000000","10000000000","1.112823756","1","1","1","50.363302991","0.474801005","56.173870077","61.738827561","72.399207416","16.168148546","13.035566913","0.000000000","0.000000000","0.000000000","0.000000000","1.1128237564167587","14","3923.013660745","40.363302991"
