immutable_pool_sui,immutable_pool_tokens,price_of_last_transaction,staked_sui_count,staked_sui_activated_count,staked_sui_pools_count,token_total_supply,pending_amount,staked_amount,staked_with_rewards_balance,all_time_promised_amount,promised_amount,promised_fulfilled,promised_amount_in_staked,extra_staked_in_promised,price_calculated,epoch,user_balance_sui,user_balance_tokens
"10000000000","10000000000","1","0","0","0","10.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1","3","3989.911094008","0.000000000"
"10000000000","10000000000","1","1","0","1","110.000000000","0.000000000","100.000000000","100.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1","4","3889.880560332","100.000000000"
"10000000000","10000000000","1","2","1","2","108.980000000","0.000000000","101.000000000","101.000000000","2.020000000","2.020000000","0.000000000","0.000000000","0.000000000","1","5","3888.871557692","98.980000000"
"10000000000","10000000000","1.010579333","3","2","3","107.970140789","0.000000000","102.000000000","103.152935752","4.040542847","4.040542847","0.000000000","0.000000000","0.000000000","1.0105793333939634","6","3887.862542892","97.970140789"
"10000000000","10000000000","1.021360675","4","3","4","106.970242313","0.000000000","103.000000000","105.316998730","6.061799828","6.061799828","0.000000000","0.000000000","0.000000000","1.0213606750774118","7","3886.853515932","96.970242313"
"10000000000","10000000000","1.032345596","5","4","4","105.980131969","0.000000000","102.047516981","105.472058474","8.083935879","6.063935879","0.000000000","2.020000000","0.000000000","1.0323455968803918","8","3885.843289540","95.980131969"
"10000000000","10000000000","1.043323444","5","5","4","10.000000000","0.000000000","100.116019025","104.614949326","108.222257720","104.181714873","0.000000000","4.040542847","0.000000000","1.0433234453","9","3885.869881112","0.000000000"
"10000000000","10000000000","1.043323444","5","5","4","10.000000000","0.000000000","98.204882290","103.745627258","108.222257720","102.160457892","0.000000000","4.041799828","0.044985648","1.1585169366","10","3887.864823084","0.000000000"
"10000000000","10000000000","1.043323444","5","5","4","10.000000000","0.044985648","96.311469740","102.740194103","108.222257720","100.138321841","0.000000000","4.043393032","0.042267841","1.264685791","11","3889.888297183","0.000000000"
"10000000000","10000000000","1.043323444","3","3","2","10.000000000","0.558831304","3.000000000","3.127175460","108.222257720","0.000000000","100.138321841","2.022136051","0.039612542","1.3686006764","12","3891.917311416","0.000000000"
"10000000000","10000000000","1.043323444","3","3","2","10.000000000","0.598443846","3.000000000","3.157220869","108.222257720","0.000000000","100.138321841","0.000000000","0.039237525","1.3755664715","13","3893.943578151","0.000000000"
"10000000000","10000000000","1.043323444","3","3","2","10.000000000","0.637681371","3.000000000","3.187260444","108.222257720","0.000000000","0.000000000","0.000000000","0.000000000","1.3824941815","14","3994.109639780","0.000000000"
