immutable_pool_sui,immutable_pool_tokens,price_of_last_transaction,staked_sui_count,staked_sui_activated_count,staked_sui_pools_count,token_total_supply,pending_amount,staked_amount,staked_with_rewards_balance,all_time_promised_amount,promised_amount,promised_fulfilled,price_calculated,epoch
"10000000000","10000000000","1","1","0","1","109.990000000","1.000000000","100.000000000","100.000000000","1.010000000","1.010000000","0.000000000","1","5"
"10000000000","10000000000","1","2","1","1","109.980100000","0.000000000","102.000000000","102.000000000","2.019900000","2.019900000","0.000000000","1","6"
"10000000000","10000000000","1.010361234","3","2","2","109.960146569","0.000000000","103.000000000","104.139529584","3.040060171","3.040060171","0.000000000","1.0103612343157897","7"
"10000000000","10000000000","1.020926845","4","3","3","109.930252193","0.023015850","102.990000000","105.268309884","4.070580140","3.060580140","1.010000000","1.0209268454779956","8"
"10000000000","10000000000","1.031489584","4","4","3","109.890726692","0.013115850","102.990000000","106.429474422","5.111350282","3.091450282","2.019900000","1.0314895842640006","9"
"10000000000","10000000000","1.042153949","4","3","4","10.000998908","0.060526269","101.990000000","106.533818671","109.211824556","106.171764385","3.040060171","1.042153953907821","10"
"10000000000","10000000000","1.042153949","3","3","3","10.000998908","0.062294770","100.990000000","106.535757165","109.211824556","105.141244416","4.070580140","1.1455663203638058","11"
"10000000000","10000000000","1.042153949","3","3","3","10.000998908","0.131044455","99.949229858","106.459946211","109.211824556","104.100474274","5.111350282","1.2489268828945261","12"
"10000000000","10000000000","1.042153949","1","1","1","10.000998908","0.513362581","3.000000000","3.000000000","109.211824556","0.000000000","0.000000000","1.351201285522628","14"
