immutable_pool_sui,immutable_pool_tokens,price_of_last_transaction,staked_sui_count,staked_sui_activated_count,staked_sui_pools_count,token_total_supply,pending_amount,staked_amount,staked_with_rewards_balance,all_time_promised_amount,promised_amount,promised_fulfilled,promised_amount_in_staked,extra_staked_in_promised,price_calculated,epoch,user_balance_sui,user_balance_tokens
"10000000000","10000000000","1","0","0","0","10.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1","3","3989.912653224","0.000000000"
"10000000000","10000000000","1","1","0","1","110.000000000","0.000000000","100.000000000","100.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1","4","3889.882120156","100.000000000"
"10000000000","10000000000","1","2","1","1","108.980000000","0.000000000","98.980000000","101.000000000","2.020000000","0.000000000","0.000000000","2.020000000","0.000000000","1.0185355111029546","5","3888.871955932","98.980000000"
"10000000000","10000000000","1.01036563","3","2","1","107.970345899","0.000000000","97.982905418","101.109646450","4.040119800","0.000000000","0.000000000","4.040119800","0.000000000","1.0290755811224004","6","3887.861779548","97.970345899"
"10000000000","10000000000","1.020718094","4","3","2","106.971047365","0.000000000","97.008426965","101.207285775","6.060121894","0.000000000","0.000000000","6.060121894","0.000000000","1.039601728826169","7","3886.851591004","96.971047365"
"10000000000","10000000000","1.031057457","5","4","3","105.982106910","0.000000000","96.056277964","101.293296173","8.079776323","0.000000000","0.000000000","8.079776323","0.000000000","1.0501140184683275","8","3885.841390300","95.982106910"
"10000000000","10000000000","1.041383785","5","5","3","10.000000000","0.000000000","96.056277964","100.368047733","108.033986109","99.954209786","0.000000000","8.079776323","0.000000000","1.0413837947","9","3885.870150152","0.000000000"
"10000000000","10000000000","1.041383785","5","5","3","10.000000000","0.000000000","96.056277964","101.473219024","108.033986109","99.954209786","0.000000000","6.059776323","0.116392969","1.1519009238","10","3887.866280004","0.000000000"
"10000000000","10000000000","1.041383785","5","5","3","10.000000000","0.116392969","96.056277964","102.467652244","108.033986109","99.954209786","0.000000000","4.039656523","0.112747087","1.2629835427","11","3889.890518936","0.000000000"
"10000000000","10000000000","1.041383785","3","3","3","10.000000000","0.609643694","3.000000000","3.127175216","108.033986109","0.000000000","99.954209786","2.019654429","0.109171802","1.373681891","12","3891.915841494","0.000000000"
"10000000000","10000000000","1.041383785","3","3","3","10.000000000","0.718815496","3.000000000","3.157220626","108.033986109","0.000000000","99.954209786","0.000000000","0.105665985","1.3876036122","13","3893.939627215","0.000000000"
"10000000000","10000000000","1.041383785","3","3","3","10.000000000","0.824481481","3.000000000","3.187260205","108.033986109","0.000000000","0.000000000","0.000000000","0.000000000","1.4011741686","14","3993.921578005","0.000000000"
