price_of_last_transaction,staked_sui_count,staked_sui_activated_count,staked_sui_pools_count,token_total_supply,pending_amount,staked_amount,staked_with_rewards_balance,promised_amount,promised_fulfilled,price_calculated,epoch
"1.852913387","1","0","1","54702739832","541477293","101000000000","101000000000","0","405862174003","1.856241160951874","123"
"1.857916904","1","0","1","54556886618","362161902","101000000000","101000000000","0","405593808015","1.8579169044546888","125"
"1.857916904","2","1","1","54459422111","363254466","101000000000","101000000000","0","405254943482","1.8612620284401828","127"
"1.864567949","2","1","2","54313733393","453475453","101000000000","101000000000","0","405174328206","1.867915702257275","129"
"1.871218354","2","1","2","54144631034","479474418","101000000000","101000000000","0","405131316631","1.8742296785488517","131"
"1.877201016","2","1","2","53974069518","482661005","101000000000","101000000000","0","405089332889","1.8802114035732695","133"
"1.883182376","2","1","1","53803343466","483459338","101000000000","101000000000","0","405229760152","1.886192433415045","135"
"1.889163109","3","2","2","53633085092","1483459338","201000000000","201159832295","101321645777","303958113679","1.889163110460586","136"
"1.892172873","3","3","2","53505435865","1161813561","201000000000","201321255104","101241534299","405279759456","1.8921728741999848","137"
"1.905656513","2","1","2","53273579319","564364247","100956779169","100956779169","0","506726009792","1.905656513298939","140"
"1.909696796","4","3","2","53099479477","564364247","201956779169","202243447486","101403905826","405405831659","1.909696797516123","142"
"1.915088781","2","1","2","52919274390","1690217415","201000000000","201000000000","101345108682","405488229300","1.9150887819457874","143"
"1.915115628","2","2","2","52828802187","1345108733","201000000000","201001420652","101173264674","506833337982","1.915115628646536","144"
"1.923231203","1","1","1","52449111044","455182184","100132494909","100416584848","0","607556723806","1.9232312049555582","146"
"1.927293458","1","0","1","52445526749","77920687","101000000000","101000000000","0","607393110109","1.927293459569024","148"
"1.927293461","2","1","1","52425311646","181208731","101000000000","101000000000","0","606910927035","1.9300068145368865","150"
"1.932421185","2","1","1","52345675038","281726414","101000000000","101000000000","0","606660912593","1.9348633166059124","152"
"1.937275132","3","2","2","52240379040","1281726414","201000000000","201126248037","101203987198","505315803911","1.9372751330060027","153"
"1.939715883","3","3","2","52154930180","1077739216","201000000000","201253753681","101165746444","505346526435","1.93971588311692","154"
"1.945784658","2","1","1","52047150185","293248820","100979297562","100979297562","0","606913052274","1.9457846591413717","156"
"1.949418144","1","0","1","51944973350","262473581","101000000000","101000000000","0","607097605210","1.9494181448261345","158"
"1.949418145","1","0","1","51877652314","257607743","101000000000","101000000000","0","607189881624","1.9518540879629211","160"
"1.951854089","1","0","1","51811661746","242262448","101000000000","101000000000","0","607164794076","1.954043916682834","162"
"1.954043918","1","0","1","51749671685","234330261","101000000000","101000000000","0","607081938092","1.9562313530646702","164"
"1.957323839","1","0","1","51689778383","173635496","101000000000","101000000000","0","607089827109","1.9573238396641008","166"
"1.95732384","2","1","1","51645423022","1173635496","201000000000","201000000000","101086817705","505817280787","1.957323841610105","167"
"1.9595057131946223","3","2","2","103189033903","86817791","202000000000","202336804977","0","505641624954","1.961677661972131","169"
"1.963849562","4","3","3","77309317588","1086817791","302000000000","302560921318","151823869483","404510388216","1.9638495638404936","170"
"1.967642934","3","2","2","64335173213","357571893","126128900608","126231077197","0","581794102843","1.9676429357062901","172"
"1.969586859","4","3","2","57807481452","436544492","113473770896","113546369025","0","594529827446","1.9717675057621191","174"
"1.9747462","4","3","2","54490100925","489333962","107071966604","107114785804","0","600960311724","1.974746200490727","176"
"1.9766831","4","3","3","52792898756","521656549","103919040624","103939707484","0","604228324788","1.9787010468169792","178"
"1.980636468","5","4","3","51893303933","1521656549","203919040624","204041883908","102781770212","452404455305","1.9806364685837434","179"
"1.982624508","3","2","2","51417940038","1883944605","202000000000","202000991583","101942468068","428597576537","1.982624508968276","180"
"1.984375735","2","1","2","51157779480","32512565","101483743746","101483743746","0","518199445042","1.9843757360635152","182"
"1.986123675","2","1","2","51005302299","393146555","101000000000","101000000000","0","511898163749","1.9878942381444897","184"
"1.989635799","3","2","2","50884180773","1393146555","201000000000","201088828796","101240987668","407543332980","1.9896357992800813","185"
"1.993163311","1","1","1","50550068287","665873720","100000000000","100177334297","0","506757091912","1.9949173450065136","188"
