immutable_pool_sui,immutable_pool_tokens,price_of_last_transaction,staked_sui_count,staked_sui_activated_count,staked_sui_pools_count,token_total_supply,pending_amount,staked_amount,staked_with_rewards_balance,all_time_promised_amount,promised_amount,promised_fulfilled,promised_amount_in_staked,extra_staked_in_promised,price_calculated,epoch,user_balance_sui,user_balance_tokens
"10000000000","10000000000","1","0","0","0","10.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1","3","3989.910995208","0.000000000"
"10000000000","10000000000","1","1","0","1","110.000000000","0.000000000","100.000000000","100.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1","4","3889.880461532","100.000000000"
"10000000000","10000000000","1","2","1","2","108.980000000","0.000000000","101.000000000","101.000000000","2.020000000","2.020000000","0.000000000","0.000000000","0.000000000","1","5","3888.871458892","98.980000000"
"10000000000","10000000000","1.010579333","3","2","3","107.970140789","0.000000000","102.000000000","103.152935752","4.040542847","4.040542847","0.000000000","0.000000000","0.000000000","1.0105793333939634","6","3887.862444092","97.970140789"
"10000000000","10000000000","1.021360675","4","3","3","106.970242313","0.000000000","103.000000000","105.316998730","6.061799828","6.061799828","0.000000000","0.000000000","0.000000000","1.0213606750774118","7","3886.853417132","96.970242313"
"10000000000","10000000000","1.032345596","5","4","3","105.980131969","0.000000000","102.047516981","105.472058474","10.103935879","6.063935879","0.000000000","2.020000000","0.000000000","1.0323455968803918","8","3885.843190740","95.980131969"
"10000000000","10000000000","1.043323443","5","5","3","10.000000000","0.000000000","100.116019024","104.614949223","112.262800471","104.181714777","0.000000000","4.040542847","0.000000000","1.0433234446","9","3885.869782312","0.000000000"
"10000000000","10000000000","1.043323443","5","5","3","10.000000000","0.000000000","98.204882286","103.745626955","114.284057452","102.160457796","0.000000000","4.041799828","0.044985645","1.1585169159","10","3887.864724284","0.000000000"
"10000000000","10000000000","1.043323443","5","5","3","10.000000000","0.044985645","96.311469731","102.740193622","116.306193503","100.138321745","0.000000000","4.043393032","0.042267838","1.2646857522","11","3889.888198383","0.000000000"
"10000000000","10000000000","1.043323443","3","3","2","10.000000000","0.558831066","3.000000000","3.127175135","116.306193503","0.000000000","100.138321745","2.022136051","0.039612539","1.3686006201","12","3891.917212616","0.000000000"
"10000000000","10000000000","1.043323443","3","3","2","10.000000000","0.598443605","3.000000000","3.157220546","116.306193503","0.000000000","100.138321745","0.000000000","0.039237521","1.3755664151","13","3893.943479351","0.000000000"
"10000000000","10000000000","1.043323443","3","3","2","10.000000000","0.637681126","3.000000000","3.187260125","116.306193503","0.000000000","0.000000000","0.000000000","0.000000000","1.3824941251","14","3994.109540884","0.000000000"
