immutable_pool_sui,immutable_pool_tokens,price_of_last_transaction,staked_sui_count,staked_sui_activated_count,staked_sui_pools_count,token_total_supply,pending_amount,staked_amount,staked_with_rewards_balance,all_time_promised_amount,promised_amount,promised_fulfilled,promised_amount_in_staked,extra_staked_in_promised,all_time_extra_amount,still_waiting_for_sui_amount,price_calculated,epoch,user_balance_sui,user_balance_tokens
"10000000000","10000000000","1","0","0","0","10.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1","3","3989.910904008","0.000000000"
"10000000000","10000000000","1","1","0","1","20.000000000","0.000000000","10.000000000","10.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1","4","3979.880370332","10.000000000"
"10000000000","10000000000","1","2","1","1","23.500000000","0.000000000","15.000000000","15.000000000","1.500000000","1.500000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1","5","3974.871367692","13.500000000"
"10000000000","10000000000","1.00490613","3","2","2","26.628030199","0.000000000","20.000000000","20.115294063","3.356623275","3.356623275","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1.004906130420601","6","3969.862352892","16.628030199"
"10000000000","10000000000","1.011374649","4","3","2","29.414616926","0.000000000","23.533804786","23.787537991","5.538340094","4.038340094","0.000000000","1.500000000","0.000000000","0.000000000","0.000000000","1.0113746499518157","7","3964.852138660","19.414616926"
"10000000000","10000000000","1.018569359","5","4","2","31.891116521","0.000000000","26.739237992","27.142544333","8.015853485","4.659230210","0.000000000","3.356623275","0.000000000","0.000000000","0.000000000","1.0185693593264458","8","3959.841912268","21.891116521"
"10000000000","10000000000","1.02630152","6","5","3","34.086681214","0.000000000","29.653669334","30.207414752","10.762542100","5.224202006","0.000000000","5.538340094","0.000000000","0.000000000","0.000000000","1.0263015201266288","9","3954.831673716","24.086681214"
"10000000000","10000000000","1.034444423","7","6","3","36.028174298","0.000000000","32.311134026","33.007465893","13.754175404","5.738321919","0.000000000","6.515853485","0.050678131","0.050678131","0.000000000","1.0344444230155978","10","3951.324551248","26.028174298"
"10000000000","10000000000","1.043304019","8","7","3","37.743715021","0.050678131","34.709640717","35.535250238","16.970300890","6.207758790","0.000000000","7.405918825","0.059947467","0.110625598","0.000000000","1.0433040191483698","11","3948.175011935","27.743715021"
"10000000000","10000000000","1.052564383","9","8","4","39.250353310","0.110625598","36.871401814","37.839899367","20.391176454","6.637001050","0.000000000","8.215835310","0.067251555","0.177877153","0.000000000","1.0525643830185436","12","3945.350547926","29.250353310"
"10000000000","10000000000","1.06213272","10","9","4","40.568187174","0.177877153","38.815175014","39.939294284","23.998673318","7.028372428","0.000000000","8.954447405","0.072824448","0.250701601","0.000000000","1.0621327205031101","13","3942.821862249","30.568187174"
"10000000000","10000000000","1.071936868","11","10","4","41.715690584","0.250701601","40.559155415","41.850850673","27.776141987","7.384965533","0.000000000","9.628634354","0.079937420","0.330639021","0.000000000","1.0719368687174746","14","3940.562333556","31.715690584"
"10000000000","10000000000","1.081985895","12","11","4","42.709781368","0.330639021","42.120105843","43.590602031","31.708533326","7.709860008","0.000000000","10.244497914","0.086212697","0.416851718","0.000000000","1.0819858955921406","15","3938.547731312","32.709781368"
"10000000000","10000000000","1.092241928","13","12","4","43.565656977","0.416851718","43.517356084","45.173312126","35.782068646","8.005926659","0.000000000","10.805841097","0.091782431","0.508634149","0.000000000","1.0922419283180227","16","3936.757603010","33.565656977"
