immutable_pool_sui,immutable_pool_tokens,price_of_last_transaction,staked_sui_count,staked_sui_activated_count,staked_sui_pools_count,token_total_supply,pending_amount,staked_amount,staked_with_rewards_balance,all_time_promised_amount,promised_amount,promised_fulfilled,promised_amount_in_staked,extra_staked_in_promised,price_calculated,epoch,user_balance_sui,user_balance_tokens
"10000000000","10000000000","1","0","0","0","10.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1","3","3989.906131512","0.000000000"
"10000000000","10000000000","1","1","0","1","110.000000000","0.000000000","100.000000000","100.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1","4","3889.875594188","100.000000000"
"10000000000","10000000000","1","2","1","2","108.980000000","0.000000000","101.000000000","101.000000000","2.020000000","2.020000000","0.000000000","0.000000000","0.000000000","1","5","3888.865117452","98.980000000"
"10000000000","10000000000","1.010579333","3","2","3","107.970140789","0.000000000","102.000000000","103.152935752","4.040542847","4.040542847","0.000000000","0.000000000","0.000000000","1.0105793333939634","6","3887.854628556","97.970140789"
"10000000000","10000000000","1.021360675","4","3","3","106.970242313","0.000000000","103.000000000","105.316998730","6.061799828","6.061799828","0.000000000","0.000000000","0.000000000","1.0213606750774118","7","3886.844127500","96.970242313"
"10000000000","10000000000","1.032345596","5","4","3","105.980131969","0.000000000","102.047516981","105.472058474","10.103935879","6.063935879","0.000000000","2.020000000","0.000000000","1.0323455968803918","8","3885.832427012","95.980131969"
"10000000000","10000000000","1.043323444","5","5","3","10.000000000","0.000000000","100.116019025","104.614949325","112.262800567","104.181714873","0.000000000","4.040542847","0.000000000","1.0433234452","9","3885.857548136","0.000000000"
"10000000000","10000000000","1.043323444","5","5","3","10.000000000","0.000000000","98.204882290","103.745627255","114.284057548","102.160457892","0.000000000","4.041799828","0.044985648","1.1585169363","10","3887.852486460","0.000000000"
"10000000000","10000000000","1.043323444","5","5","3","10.000000000","0.044985648","96.311469740","102.740194099","116.306193599","100.138321841","0.000000000","4.043393032","0.042267841","1.2646857906","11","3889.875956911","0.000000000"
"10000000000","10000000000","1.043323444","3","3","2","10.000000000","0.558831301","3.000000000","3.127175457","116.306193599","0.000000000","100.138321841","2.022136051","0.039612542","1.3686006758","12","3891.904894156","0.000000000"
"10000000000","10000000000","1.043323444","3","3","2","10.000000000","0.598443843","3.000000000","3.157220867","116.306193599","0.000000000","100.138321841","0.000000000","0.039237525","1.375566471","13","3893.931157243","0.000000000"
"10000000000","10000000000","1.043323444","3","3","2","10.000000000","0.637681368","3.000000000","3.187260442","116.306193599","0.000000000","0.000000000","0.000000000","0.000000000","1.382494181","14","3994.097211576","0.000000000"
