immutable_pool_sui,immutable_pool_tokens,price_of_last_transaction,staked_sui_count,staked_sui_activated_count,staked_sui_pools_count,token_total_supply,pending_amount,staked_amount,staked_with_rewards_balance,all_time_promised_amount,promised_amount,promised_fulfilled,promised_amount_in_staked,extra_staked_in_promised,price_calculated,epoch,user_balance_sui,user_balance_tokens
"10000000000","10000000000","1","0","0","0","10.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1","3","3989.912173208","0.000000000"
"10000000000","10000000000","1","1","0","1","110.000000000","0.000000000","100.000000000","100.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1","4","3889.881639532","100.000000000"
"10000000000","10000000000","1","2","1","1","108.980000000","0.000000000","98.980000000","101.000000000","2.020000000","0.000000000","0.000000000","2.020000000","0.000000000","1.0185355111029546","5","3888.871474092","98.980000000"
"10000000000","10000000000","1.01036563","3","2","2","107.970345899","0.000000000","97.982905418","101.109646450","4.040119800","0.000000000","0.000000000","4.040119800","0.000000000","1.0290755811224004","6","3887.861296492","97.970345899"
"10000000000","10000000000","1.020718094","4","3","2","106.971047365","0.000000000","97.008426965","101.207285775","6.060121894","0.000000000","0.000000000","6.060121894","0.000000000","1.039601728826169","7","3886.851106732","96.971047365"
"10000000000","10000000000","1.031057458","5","4","2","105.982106909","0.000000000","96.056277963","101.293296275","8.079776325","0.000000000","0.000000000","8.079776325","0.000000000","1.0501140194406626","8","3885.840904812","95.982106909"
"10000000000","10000000000","1.041383787","5","5","2","10.000000000","0.000000000","96.056277963","100.368047933","108.033986302","99.954209977","0.000000000","8.079776325","0.000000000","1.0413837956","9","3885.869664056","0.000000000"
"10000000000","10000000000","1.041383787","5","5","2","10.000000000","0.000000000","96.056277963","101.473219226","108.033986302","99.954209977","0.000000000","6.059776325","0.116392971","1.1519009249","10","3887.865793300","0.000000000"
"10000000000","10000000000","1.041383787","5","5","2","10.000000000","0.116392971","96.056277963","102.467652447","108.033986302","99.954209977","0.000000000","4.039656525","0.112747089","1.2629835441","11","3889.890031624","0.000000000"
"10000000000","10000000000","1.041383787","3","3","2","10.000000000","0.609643608","3.000000000","3.127175322","108.033986302","0.000000000","99.954209977","2.019654431","0.109171804","1.373681893","12","3891.915353574","0.000000000"
"10000000000","10000000000","1.041383787","3","3","2","10.000000000","0.718815412","3.000000000","3.157220732","108.033986302","0.000000000","99.954209977","0.000000000","0.105665986","1.3876036144","13","3893.939138689","0.000000000"
"10000000000","10000000000","1.041383787","3","3","2","10.000000000","0.824481398","3.000000000","3.187260309","108.033986302","0.000000000","0.000000000","0.000000000","0.000000000","1.4011741707","14","3993.921088454","0.000000000"
