immutable_pool_sui,immutable_pool_tokens,price_of_last_transaction,staked_sui_count,staked_sui_activated_count,staked_sui_pools_count,token_total_supply,pending_amount,staked_amount,staked_with_rewards_balance,all_time_promised_amount,promised_amount,promised_fulfilled,promised_amount_in_staked,extra_staked_in_promised,all_time_extra_amount,still_waiting_for_sui_amount,price_calculated,epoch,user_balance_sui,user_balance_tokens
"10000000000","10000000000","1","0","0","0","10.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1","3","3989.910904008","0.000000000"
"10000000000","10000000000","1","1","0","1","110.000000000","0.000000000","100.000000000","100.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1","4","3889.880370332","100.000000000"
"10000000000","10000000000","1","2","1","2","100.900000000","0.000000000","101.000000000","101.000000000","10.100000000","10.100000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1","5","3888.871367692","90.900000000"
"10000000000","10000000000","1.011426518","3","2","2","92.699832314","0.000000000","102.000000000","103.152935752","19.393867048","19.393867048","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1.0114265189435518","6","3887.862352892","82.699832314"
"10000000000","10000000000","1.023983855","4","3","3","85.308769189","0.000000000","103.000000000","105.316998730","27.962196357","27.962196357","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","1.02398385539319","7","3886.853325932","75.308769189"
"10000000000","10000000000","1.03775805","5","4","3","78.645146443","0.000000000","94.237584898","97.392058368","35.877424502","25.777424502","0.000000000","10.100000000","0.000000000","0.000000000","0.000000000","1.037758050652906","8","3885.843099540","68.645146443"
"10000000000","10000000000","1.051407363","6","5","3","72.636627326","0.000000000","86.353296573","90.171643511","43.194825741","23.800958693","0.000000000","19.393867048","0.000000000","0.000000000","0.000000000","1.0514073633298142","9","3884.832860988","62.636627326"
"10000000000","10000000000","1.064925139","7","6","3","67.218094421","0.000000000","79.251779011","83.585199903","49.965157646","22.002961289","0.000000000","17.862196357","0.224928237","0.224928237","0.000000000","1.0649251400324817","10","3893.925738520","57.218094421"
"10000000000","10000000000","1.080266177","8","7","3","62.331966324","0.224928237","72.840412067","77.479303614","56.246541333","20.369116831","0.000000000","16.483557454","0.194418921","0.419347158","0.000000000","1.0802661778708176","11","3902.213442980","52.331966324"
"10000000000","10000000000","1.095245303","9","8","3","57.922816197","0.419347158","67.054657784","71.903976311","62.078456815","18.883631074","0.000000000","15.232629384","0.167921985","0.587269143","0.000000000","1.0952453033229026","12","3909.775591461","47.922816197"
"10000000000","10000000000","1.109860884","10","9","3","53.943538052","0.587269143","61.835973378","66.814876662","67.497480591","17.532322945","0.000000000","14.087733144","0.153586863","0.740856006","0.000000000","1.109860884584308","13","3916.684620538","43.943538052"
